,id,title,original_title,homepage,original_language,overview,tagline,popularity,release_date,runtime,status,vote_count,vote_average,budget,revenue
2199,10710,Envy,Envy,,en,A man becomes increasingly jealous of his friend's newfound success.,"Success didn’t go to his head, it went to his neighbor.",9.842771,2004/4/30,99,Released,139,4.8,40000000,0
2201,11382,Bullets Over Broadway,Bullets Over Broadway,,en,"Set in 1920's New York City, this movie tells the story of idealistic young playwright David Shayne. Producer Julian Marx finally finds funding for the project from gangster Nick Valenti. The catch is that Nick's girl friend Olive Neal gets the part of a psychiatrist, and Olive is a bimbo who could never pass for a psychiatrist as well as being a dreadful actress. Agreeing to this first compromise is the first step to Broadway's complete seduction of David, who neglects longtime girl friend Ellen. Meanwhile David puts up with Warner Purcell, the leading man who is a compulsive eater, Helen Sinclair, the grand dame who wants her part jazzed up, and Cheech, Olive's interfering hitman / bodyguard. Eventually, the playwright must decide whether art or life is more important.",,7.829295,1994/10/14,98,Released,130,7,0,0
2206,12797,Ghost Town,Ghost Town,,en,"Dentist, Bertram Pincus is a man whose people skills leave much to be desired. When Pincus dies unexpectedly, but is miraculously revived after seven minutes, he wakes up to discover that he now has the annoying ability to see ghosts.",He sees dead people... and they annoy him.,17.98817,2008/9/19,102,Released,286,6.4,0,0
2209,18885,3 Ninjas Kick Back,3 Ninjas Kick Back,,en,"During a championship baseball match, the three brothers hear that their grandfather in Japan is in trouble, and head out to help him, conceding the match. When they arrive in Japan, they must use all their powers to defend him against his ancient enemy, who has returned to exact revenge.","Colt, Rocky and Tum Tum are back for bigger kicks in an all new adventure",2.645722,1994/5/6,93,Released,48,4.5,0,0
2210,4953,Be Kind Rewind,Be Kind Rewind,,en,"A man whose brain becomes magnetized unintentionally destroys every tape in his friend's video store. In order to satisfy the store's most loyal renter, an aging woman with signs of dementia, the two men set out to remake the lost films.","You name it, we shoot it.",17.662683,2008/1/20,102,Released,424,6.2,0,0
2211,10773,Mrs Henderson Presents,Mrs Henderson Presents,,en,"Eccentric 70-year-old widow purchases the Windmill Theatre in London as a post-widowhood hobby. After starting an innovative continuous variety review, which is copied by other theaters, they begin to lose money. Mrs Henderson suggests they add female nudity similar to the Moulin Rouge in Paris",,2.894154,2005/9/9,103,Released,62,6.4,0,0
2214,10563,Three to Tango,Three to Tango,,en,Oscar and Peter land a career-making opportunity when a Chicago tycoon chooses them to compete for the design of a cultural center. The tycoon mistakenly believes that Oscar is gay and has him spy on his mistress Amy. Oscar goes along with it and ends up falling in love with Amy.,All's fair in the war of love.,7.553773,1999/10/22,98,Released,62,5.4,20000000,0
2216,5971,We're No Angels,We're No Angels,,en,Two escaped cons only prayer to escape is to pass themselves off as priests and pass by the police blockade at the border into the safety of Canada.,Escaped convicts disguised as priests. It'll take a miracle to get away with this one.,9.927018,1989/12/15,106,Released,105,5.6,20000000,0
2217,9716,Everyone Says I Love You,Everyone Says I Love You,,en,A New York girl sets her father up with a beautiful woman in a shaky marriage while her half sister gets engaged.,,12.379781,1996/12/6,101,Released,147,6.5,20000000,0
2219,26171,Everybody's Fine,Everybody's Fine,http://www.everybodysfinemovie.com/,en,"Eight months after the death of his wife, Frank Goode looks forward to a reunion with his four adult children. When all of them cancel their visits at the last minute, Frank, against the advice of his doctor, sets out on a road trip to reconnect with his offspring. As he visits each one in turn, Frank finds that his children's lives are not quite as picture-perfect as they've made them out to be.",Frank's travelling light but carrying excess baggage.,15.440465,2009/12/4,99,Released,284,6.5,21000000,0
2226,24432,Doogal,Doogal,http://www.doogalmovie.com/,en,"This is the story of Doogal, an adorable candy-loving mutt who goes on a mission to save the world.",Things are about to get hairy.,1.682839,2006/2/24,85,Released,18,3.2,0,0
2230,10929,Willard,Willard,,en,"Desperate for companionship, the repressed Willard befriends a group of rats that inhabit his late father's deteriorating mansion. In these furry creatures, Willard finds temporary refuge from daily abuse at the hands of his bedridden mother and his father's old partner, Frank. Soon it becomes clear that the brood of rodents is ready and willing to exact a vicious, deadly revenge on anyone who dares to bully their sensitive new master.","When the cat's away, the rats will play.",1.322528,2003/3/14,100,Released,82,5.8,22000000,0
2232,46435,Topsy-Turvy,Topsy-Turvy,,en,"After their production ""Princess Ida"" meets with less-than-stunning reviews, the relationship between Gilbert and Sullivan is strained to breaking. Their friends and associates attempt to get the two to work together again, which opens the way to ""The Mikado,"" one of the duo's greatest successes.",Gilbert & Sullivan & So Much More,8.628519,1999/9/3,160,Released,41,6.7,0,0
2236,82684,Chasing Mavericks,Chasing Mavericks,,en,Surfer Jay Moriarity sets out to ride the Northern California break known as Mavericks.,Legends Start Somewhere,13.621201,2012/10/25,117,Released,216,7,0,0
2239,10740,Birth,Birth,,en,"It took Anna 10 years to recover from the death of her husband, Sean, but now she's on the verge of marrying her boyfriend, Joseph, and finally moving on. However, on the night of her engagement party, a young boy named Sean turns up, saying he is her dead husband reincarnated. At first she ignores the child, but his knowledge of her former husband's life is uncanny, leading her to believe that he might be telling the truth.",Be careful what you wish for.,7.698075,2004/9/8,100,Released,179,5.9,20000000,0
2241,14582,Passchendaele,Passchendaele,http://www.passchendaelethemovie.com,en,"Sergeant Michael Dunne fights in the 10th Battalion, AKA The ""Fighting Tenth"" with the 1st Canadian Division and participated in all major Canadian battles of the war, and set the record for highest number of individual bravery awards for a single battle",,2.405911,2008/10/17,114,Released,26,6.3,0,0
2242,14914,Flash of Genius,Flash of Genius,http://flashofgenius.net/,en,"In this David vs. Goliath drama based on a true story, college professor Robert Kearns (Greg Kinnear) goes up against the giants of the auto industry when they fail to give him credit for inventing intermittent windshield wipers. Kearns doggedly pursues recognition for his invention, as well as the much-deserved financial rewards for the sake of his wife (Lauren Graham) and six kids.","Corporations have time, money, and power on their side. All Bob Kearns had was the truth.",3.350297,2008/9/7,119,Released,59,6.3,0,0
2246,4960,"Synecdoche, New York","Synecdoche, New York",http://www.sonyclassics.com/synecdocheny,en,"A theater director struggles with his work, and the women in his life, as he attempts to create a life-size replica of New York inside a warehouse as part of his new play.",,12.761176,2008/10/24,124,Released,278,7.4,21000000,0
2248,14652,Bon voyage,Bon voyage,,fr,"Isabelle Adjani and Gerard Depardieu star in director Jean-Paul Rappenau's amusing farce set on the eve of World War II, which follows the intersecting lives of four Parisians as they cope with the impending invasion of their city by German forces. As the French government braces for impact, the lives of a young writer, a vain movie star, a French politician and a young scientist are examined as they attempt to deal with war and evade German spies.",,0.49446,2003/4/16,114,Released,20,5.7,0,0
2249,40932,Can't Stop the Music,Can't Stop the Music,,en,Movie about the Village People filmed in a documentary style.,The Musical Comedy Smash of the 80's!,6.574285,1980/6/20,124,Released,9,4.9,0,0
2251,334531,My All American,My All American,http://www.myallamerican.com/,en,"Freddie Steinmark, an underdog on the gridiron, faces the toughest challenge of his life after leading his team to a championship season.",Hope never quits,3.102987,2015/11/13,118,Released,36,6.8,20000000,0
2255,19457,The Yards,The Yards,https://www.miramax.com/movie/the-yards,en,"In the rail yards of Queens, contractors repair and rebuild the city's subway cars. These contracts are lucrative, so graft and corruption are rife. When Leo Handler gets out of prison, he finds his aunt married to Frank Olchin, one of the big contractors; he's battling with a minority-owned firm for contracts.",He's the target of the most merciless family in New York. His own.,10.150993,2000/4/27,115,Released,97,6,0,0
2256,112937,The Oogieloves in the Big Balloon Adventure,The Oogieloves in the Big Balloon Adventure,,en,"It's Schluufy's birthday, and the Oogieloves (Goobie, Zoozie and Toofie), along with their friends J. Edgar, Windy Window and Ruffy, are organizing a party. (Shh! It's a secret.) Everything is going along just perfectly until J. Edgar trips and loses the last five magical balloons in all of Lovelyloveville--OH NO! The Oogiloves set out to find the magical balloons in time to save their friend's party. Along the way, they meet some very interesting characters indeed, including Dotty Rounder (Cloris Leachman), Bobby Wobbly (Carey Elwes), Milky Marvin (Chazz Palminteri), Rosalie Rosebud (Toni Braxton) and Lola and Lero Sombero (Christopher Lloyd and Jaime Pressly). Can these new friends help them recover the magical balloons and get back to the cottage in time to celebrate Schluufy's surprise birthday?",,0.28576,2012/8/29,88,Released,8,2.2,0,0
